measnum,mpdsector,projsym,varname,descrip,units,method,intervention,paneldesc,datatype,sextested,nstrainstested,ageweeks
45912,css,Tarantino1,dist_cocaine,"distance traveled, 30 min test, treated (day 3)",cm,"open field test",cocaine,inbred,,m,45,8-11wks
45913,css,Tarantino1,dist_diff,"distance traveled, 30 min test, difference",cm,"open field test",cocaine,inbred,,m,45,8-11wks
45916,css,Tarantino1,amb_epi_ctrl,"ambulatory episodes, 30 min test, baseline (day 2)",n,"open field test",cocaine,inbred,,m,45,8-11wks
45917,css,Tarantino1,amb_epi_cocaine,"ambulatory episodes, 30 min test, treated (day 3)",n,"open field test",cocaine,inbred,,m,45,8-11wks
45918,css,Tarantino1,amb_epi_diff,"ambulatory episodes, 30 min test, difference",n,"open field test",cocaine,inbred,,m,45,8-11wks
45921,css,Tarantino1,rear_ctrl,"rearing episodes, 30 min test, baseline (day 2)",n,"open field test",cocaine,inbred,,m,45,8-11wks
45922,css,Tarantino1,rear_cocaine,"rearing episodes, 30 min test, treated (day 3)",n,"open field test",cocaine,inbred,,m,45,8-11wks
45923,css,Tarantino1,rear_diff,"rearing episodes, 30 min test, difference",n,"open field test",cocaine,inbred,,m,45,8-11wks
45926,css,Tarantino1,vel_ctrl,"average velocity, 30 min test, baseline (day 2)",cm/s,"open field test",cocaine,inbred,,m,45,8-11wks
45927,css,Tarantino1,vel_cocaine,"average velocity, 30 min test, treated (day 3)",cm/s,"open field test",cocaine,inbred,,m,45,8-11wks
45928,css,Tarantino1,vel_diff,"average velocity, 30 min test, difference",cm/s,"open field test",cocaine,inbred,,m,45,8-11wks
45931,css,Tarantino1,rest_ctrl,"percentage of time resting, 30 min test, baseline (day 2)",%,"open field test",cocaine,inbred,,m,45,8-11wks
45932,css,Tarantino1,rest_cocaine,"percentage of time resting, 30 min test, treated (day 3)",%,"open field test",cocaine,inbred,,m,45,8-11wks
45933,css,Tarantino1,rest_diff,"percentage of time resting, 30 min test, difference",%,"open field test",cocaine,inbred,,m,45,8-11wks
46001,css,DiPetrillo1,MA,"microalbumin (urine MA)",mg/dL,urinalysis,,"inbred w/CC7",,m,34,10wks
46002,css,DiPetrillo1,CREA,"creatinine (urine CREA)",mg/dL,urinalysis,,"inbred w/CC7",,m,34,10wks
46003,css,DiPetrillo1,ACR,"albumin-creatinine ratio (urine ACR)",mg/g,urinalysis,,"inbred w/CC7",,m,34,10wks
46101,css,DiPetrillo2,MA,"microalbumin (urine MA)",mg/dL,urinalysis,,"CC pre w/par",,m,163,10wks
46102,css,DiPetrillo2,CREA,"creatinine (urine CREA)",mg/dL,urinalysis,,"CC pre w/par",,m,163,10wks
46103,css,DiPetrillo2,ACR,"albumin-creatinine ratio (urine ACR)",mg/g,urinalysis,,"CC pre w/par",,m,163,10wks
46401,css,HMDPpheno2,HDL,"HDL cholesterol (plasma HDL)",mg/dL,"lipid profile",,"HMDP w/par",,m,99,16wks
46402,css,HMDPpheno2,LDL_VLDL,"low density lipoprotein (plasma LDL) plus very low density lipoprotein (plasma VLDL)",mg/dL,"lipid profile",,"HMDP w/par",,m,99,16wks
46403,css,HMDPpheno2,CHOL_un,"unesterified cholesterol (plasma CHOL)",mg/dL,"lipid profile",,"HMDP w/par",,m,99,16wks
46404,css,HMDPpheno2,CHOL_tot,"total cholesterol (plasma CHOL)",mg/dL,"lipid profile",,"HMDP w/par",,m,99,16wks
46405,css,HMDPpheno2,FFA,"free fatty acids (plasma FFA)",mEq/L,"lipid profile",,"HMDP w/par",,m,99,16wks
46406,css,HMDPpheno2,TG,"triglycerides (plasma TG, 16h fast)",mg/dL,"lipid profile",,"HMDP w/par",,m,99,16wks
46407,css,HMDPpheno2,pct_fat,"percentage of tissue mass that is fat, whole body with head (NMR)",%,NMR,,"HMDP w/par",,m,99,16wks
46501,css,Massett1,body_weight,"body weight",g,"body weight",,"inbred w/CC8",,m,34,8wks
46502,css,Massett1,exercise_dur,"time spent exercising during graded exercise endurance test",min,"treadmill endurance test",,"inbred w/CC8",,m,34,8wks
46503,css,Massett1,exercise_dist,"distance traveled during graded exercise endurance test",m,"treadmill endurance test",,"inbred w/CC8",,m,34,8wks
46504,css,Massett1,exercise_work,"vertical work performed during graded exercise endurance test",kg&sdot;m,"treadmill endurance test",,"inbred w/CC8",,m,34,8wks
46801,css,HMDPpheno4,ftr_pre_thig,"fear training, percent time spent near chamber walls, day1, pre-stimulus",%,"fear conditioning test",,"HMDP w/par",,m,94,10wks
46802,css,HMDPpheno4,ftr_post_thig,"fear training, percent time spent near chamber walls, day1, post-stimulus",%,"fear conditioning test",,"HMDP w/par",,m,94,10wks
46811,css,HMDPpheno4,ftr_pre_vel,"fear training, velocity, day 1, pre-stimulus",cm/s,"fear conditioning test",,"HMDP w/par",,m,94,10wks
46812,css,HMDPpheno4,ftr_post_vel,"fear training, velocity, day 1, post-stimulus",cm/s,"fear conditioning test",,"HMDP w/par",,m,94,10wks
46821,css,HMDPpheno4,ftr_pre_imob,"fear training, percent time immobile, day 1, pre-stimulus",%,"fear conditioning test",,"HMDP w/par",,m,94,10wks
46822,css,HMDPpheno4,ftr_post_imob,"fear training, percent time immobile, day 1, post-stimulus",%,"fear conditioning test",,"HMDP w/par",,m,94,10wks
46831,css,HMDPpheno4,ftr_post_act_burst,"fear training activity burst to footshock, shock reactivity, day 1",cm/s,"fear conditioning test",,"HMDP w/par",,m,94,10wks
46836,css,HMDPpheno4,ctx_thig,"contextual fear thigmotaxis, percent time spent near chamber walls, day 2",%,"fear conditioning test",,"HMDP w/par",,m,94,10wks
46841,css,HMDPpheno4,ctx_vel,"contextual fear velocity, day 2",cm/s,"fear conditioning test",,"HMDP w/par",,m,94,10wks
46846,css,HMDPpheno4,ctx_imob,"contextual fear percent time immobile, day 2",%,"fear conditioning test",,"HMDP w/par",,m,94,10wks
46851,css,HMDPpheno4,precue_thig,"cued fear thigmotaxis, percent time spent near chamber walls, day 3, pre-cue",%,"fear conditioning test",,"HMDP w/par",,m,94,10wks
46852,css,HMDPpheno4,cue_thig,"cued fear thigmotaxis, percent time spent near chamber walls, day 3, cue",%,"fear conditioning test",,"HMDP w/par",,m,94,10wks
46861,css,HMDPpheno4,precue_vel,"cued fear, velocity, day 3, pre-cue",cm/s,"fear conditioning test",,"HMDP w/par",,m,94,10wks
46862,css,HMDPpheno4,cue_vel,"cued fear, velocity, day 3, cue",cm/s,"fear conditioning test",,"HMDP w/par",,m,94,10wks
46871,css,HMDPpheno4,precue_imob,"cued fear, percent time immobile, day 3, pre-cue",%,"fear conditioning test",,"HMDP w/par",,m,94,10wks
46872,css,HMDPpheno4,cue_imob,"cued fear, percent time immobile, day 3, cue",%,"fear conditioning test",,"HMDP w/par",,m,94,10wks
46901,css,Boon1,bw_start_lo,"body weight, pre-infection, dose group: low",g,"body weight",,inbred,,f,18,6-9wks
46902,css,Boon1,bw_start_med,"body weight, pre-infection, dose group: medium",g,"body weight",,inbred,,f,22,6-9wks
46903,css,Boon1,bw_start_hi,"body weight, pre-infection, dose group: high",g,"body weight",,inbred,,f,21,6-9wks
46911,css,Boon1,bw_change_lo,"change in body weight, post-infection, dose group: low",%,"body weight","influenza A (H5N1) virus",inbred,,f,18,6-9wks
46912,css,Boon1,bw_change_med,"change in body weight, post-infection, dose group: medium",%,"body weight","influenza A (H5N1) virus",inbred,,f,22,6-9wks
46913,css,Boon1,bw_change_hi,"change in body weight, post-infection, dose group: high",%,"body weight","influenza A (H5N1) virus",inbred,,f,21,6-9wks
46921,css,Boon1,survival_lo,"survival (days to death, max 30), dose group: low",d,"health assessment","influenza A (H5N1) virus",inbred,,f,18,6-9wks
46922,css,Boon1,survival_med,"survival (days to death, max 30), dose group: medium",d,"health assessment","influenza A (H5N1) virus",inbred,,f,22,6-9wks
46923,css,Boon1,survival_hi,"survival (days to death, max 30), dose group: high",d,"health assessment","influenza A (H5N1) virus",inbred,,f,21,6-9wks
46931,css,Boon1,resistance_lo,"susceptibility to viral infection (0=susceptible, 1=resistant), dose group: low",designation,"health assessment","influenza A (H5N1) virus",inbred,,f,18,6-9wks
46932,css,Boon1,resistance_med,"susceptibility to viral infection (0=susceptible, 1=resistant), dose group: medium",designation,"health assessment","influenza A (H5N1) virus",inbred,,f,22,6-9wks
46933,css,Boon1,resistance_hi,"susceptibility to viral infection (0=susceptible, 1=resistant), dose group: high",designation,"health assessment","influenza A (H5N1) virus",inbred,,f,21,6-9wks
47001,doutbred,Chesler4,OF_distance_first4,"distance traveled in first 4 min, response to novelty, 20 min test",cm,"open field test",,"DO population w/par",,both,9,12-16wks
47002,doutbred,Chesler4,OF_distance,"total distance traveled, 20 min test",cm,"open field test",,"DO population w/par",,both,9,12-16wks
47003,doutbred,Chesler4,OF_corner_pct,"percentage of time in corners, 20 min test",%,"open field test",,"DO population w/par",,both,9,12-16wks
47004,doutbred,Chesler4,OF_periphery_pct,"percentage of time in periphery, 20 min test",%,"open field test",,"DO population w/par",,both,9,12-16wks
47005,doutbred,Chesler4,OF_immobile_pct,"percentage of time immobile, 20 min test",%,"open field test",,"DO population w/par",,both,9,12-16wks
47006,doutbred,Chesler4,OF_center_pct,"percentage of time in center, 20 min test",%,"open field test",,"DO population w/par",,both,9,12-16wks
47007,doutbred,Chesler4,LD_distance_light,"distance traveled in light compartment, 20 min test",cm,"light-dark box",,"DO population w/par",,both,9,12-16wks
47008,doutbred,Chesler4,LD_transitions,"number of light-dark transitions, 20 min test",n,"light-dark box",,"DO population w/par",,both,9,12-16wks
47009,doutbred,Chesler4,LD_light_first4,"time in light compartment first 4 min, response to novelty, 20 min test",s,"light-dark box",,"DO population w/par",,both,9,12-16wks
47010,doutbred,Chesler4,LD_light_pct,"percentage of time in light compartment, 20 min test",%,"light-dark box",,"DO population w/par",,both,9,12-16wks
47011,doutbred,Chesler4,VC_top_distance_first4,"distance traveled in top during first 4 min, response to novelty, 20 min test",cm,"visual cliff",,"DO population w/par",,both,9,12-16wks
47012,doutbred,Chesler4,VC_top_time_first4,"time in top during first 4 min, response to novelty, 20 min test",s,"visual cliff",,"DO population w/par",,both,9,12-16wks
47013,doutbred,Chesler4,VC_top_distance,"total distance traveled in top, 20 min test",cm,"visual cliff",,"DO population w/par",,both,9,12-16wks
47014,doutbred,Chesler4,VC_top_time_pct,"percentage of time in top, 20 min test",%,"visual cliff",,"DO population w/par",,both,9,12-16wks
47015,doutbred,Chesler4,VC_top_velocity,"mean velocity in top, 20 min test",cm/s,"visual cliff",,"DO population w/par",,both,9,12-16wks
47016,doutbred,Chesler4,VC_bottom_distance_first4,"distance traveled in bottom during first 4 min (response to novelty), 20 min test",cm,"visual cliff",,"DO population w/par",,both,9,12-16wks
47017,doutbred,Chesler4,VC_bottom_time_first4,"time in bottom during first 4 min, response to novelty, 20 min test",s,"visual cliff",,"DO population w/par",,both,9,12-16wks
47018,doutbred,Chesler4,VC_bottom_distance,"total distance traveled in bottom, 20 min test",cm,"visual cliff",,"DO population w/par",,both,9,12-16wks
47020,doutbred,Chesler4,VC_bottom_time_pct,"percentage of time in bottom, 20 min test",%,"visual cliff",,"DO population w/par",,both,9,12-16wks
47021,doutbred,Chesler4,VC_bottom_velocity,"mean velocity in bottom, 20 min test",cm/s,"visual cliff",,"DO population w/par",,both,9,12-16wks
47022,doutbred,Chesler4,VC_bottom_transitions,"number of top to bottom transitions, 20 min test",n,"visual cliff",,"DO population w/par",,both,9,12-16wks
47024,doutbred,Chesler4,HP_latency,"latency of hindpaw withdrawal, 55&deg;C heat stimulation",s,"nociception assay",,"DO population w/par",,both,9,12-16wks
47026,doutbred,Chesler4,TS_frequency_climbing,"average frequency climbing, 5 min test",n,"tail suspension test",,"DO population w/par",,both,9,12-16wks
47027,doutbred,Chesler4,TS_time_immobile,"average time immobile, 5 min test",s,"tail suspension test",,"DO population w/par",,both,9,12-16wks
47028,doutbred,Chesler4,TS_latency_immobile,"average latency to first immobility episode, 5 min test",s,"tail suspension test",,"DO population w/par",,both,9,12-16wks
47029,doutbred,Chesler4,bw,"body weight at dissection",g,"body weight",,"DO population w/par",,both,9,12-16wks
47101,css,Gould2,nicotine_acu,"plasma nicotine, acute 0.09mg dose",ng/mL,"drug and metabolite quantification",nicotine,inbred,,m,8,8-12wks
47102,css,Gould2,nicotine_chr,"plasma nicotine, chronic 6.3mg dose",ng/mL,"drug and metabolite quantification",nicotine,inbred,,m,8,8-12wks
47105,css,Gould2,cotinine_acu,"plasma cotinine, acute 0.09mg dose",ng/mL,"drug and metabolite quantification",nicotine,inbred,,m,8,8-12wks
47106,css,Gould2,cotinine_chr,"plasma cotinine, chronic 6.3mg dose",ng/mL,"drug and metabolite quantification",nicotine,inbred,,m,8,8-12wks
47111,css,Gould2,grooming_0,"chronic group, grooming, control",n,"behavior observation",nicotine,inbred,,m,8,8-12wks
47112,css,Gould2,grooming_12,"chronic group, grooming, nicotine",n,"behavior observation",nicotine,inbred,,m,8,8-12wks
47113,css,Gould2,scratching_0,"chronic group, scratching, control",n,"behavior observation",nicotine,inbred,,m,8,8-12wks
47114,css,Gould2,scratching_12,"chronic group, scratching, nicotine",n,"behavior observation",nicotine,inbred,,m,8,8-12wks
47115,css,Gould2,jumping_0,"chronic group, jumping, control",n,"behavior observation",nicotine,inbred,,m,8,8-12wks
47116,css,Gould2,jumping_12,"chronic group, jumping, nicotine",n,"behavior observation",nicotine,inbred,,m,8,8-12wks
47121,css,Gould2,EPM_pct_closed_0,"chronic group, time in closed arms, control",%,"elevated plus maze",nicotine,inbred,,m,8,8-12wks
47122,css,Gould2,EPM_pct_closed_12,"chronic group, time in closed arms, nicotine",%,"elevated plus maze",nicotine,inbred,,m,8,8-12wks
47123,css,Gould2,EPM_pct_open_0,"chronic group, time in open arms, control",%,"elevated plus maze",nicotine,inbred,,m,8,8-12wks
47124,css,Gould2,EPM_pct_open_12,"chronic group, time in open arms, nicotine",%,"elevated plus maze",nicotine,inbred,,m,8,8-12wks
47125,css,Gould2,EPM_pct_center_0,"chronic group, time in center, control",%,"elevated plus maze",nicotine,inbred,,m,8,8-12wks
47126,css,Gould2,EPM_pct_center_12,"chronic group, time in center, nicotine",%,"elevated plus maze",nicotine,inbred,,m,8,8-12wks
47131,css,Gould2,FC_immediate_acu_0,"acute group, percent immobility in training chamber after first stimulus pairing, control",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47132,css,Gould2,FC_immediate_acu_045,"acute group, percent immobility in training chamber after first stimulus pairing, dose 0.045 mg",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47133,css,Gould2,FC_immediate_acu_09,"acute group, percent immobility in training chamber after first stimulus pairing, dose 0.09 mg",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47134,css,Gould2,FC_immediate_acu_18,"acute group, percent immobility in training chamber after first stimulus pairing, dose 0.18 mg",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47136,css,Gould2,FC_context_acu_0,"acute group, percent immobility in training chamber, 24h after fear conditioning, control",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47137,css,Gould2,FC_context_acu_045,"acute group, percent immobility in training chamber, 24h after fear conditioning, dose 0.045 mg",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47138,css,Gould2,FC_context_acu_09,"acute group, percent immobility in training chamber, 24h after fear conditioning, dose 0.09 mg",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47139,css,Gould2,FC_context_acu_18,"acute group, percent immobility in training chamber, 24h after fear conditioning, dose 0.18 mg",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47141,css,Gould2,FC_preCS_acu_0,"acute group, percent immobility in altered context chamber, pre-cue, control",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47142,css,Gould2,FC_preCS_acu_045,"acute group, percent immobility in altered context chamber, pre-cue, dose: 0.045 mg",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47143,css,Gould2,FC_preCS_acu_09,"acute group, percent immobility in altered context chamber, pre-cue, dose: 0.09 mg",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47144,css,Gould2,FC_preCS_acu_18,"acute group, percent immobility in altered context chamber, pre-cue, dose: 0.18 mg",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47146,css,Gould2,FC_CS_acu_0,"acute group, percent immobility in altered context chamber, cue, control",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47147,css,Gould2,FC_CS_acu_045,"acute group, percent immobility in altered context chamber, cue, dose:  0.045 mg",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47148,css,Gould2,FC_CS_acu_09,"acute group, percent immobility in altered context chamber, cue, dose:  0.09 mg",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47149,css,Gould2,FC_CS_acu_18,"acute group, percent immobility in altered context chamber, cue, dose:  0.18 mg",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47151,css,Gould2,FC_immediate_chr_0,"chronic group, conditioning: immediate fear, control",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47152,css,Gould2,FC_immediate_chr_12,"chronic group, conditioning: immediate fear, nicotine",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47156,css,Gould2,FC_context_chr_0,"chronic group, conditioning: contextual fear, control",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47157,css,Gould2,FC_context_chr_12,"chronic group, conditioning: contextual fear, nicotine",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47161,css,Gould2,FC_preCS_chr_0,"chronic group, cued fear: pre-cue, control",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47162,css,Gould2,FC_preCS_chr_12,"chronic group, cued fear: pre-cue, nicotine",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47166,css,Gould2,FC_CS_chr_0,"chronic group, cued fear: cue, control",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47167,css,Gould2,FC_CS_chr_12,"chronic group, cued fear: cue, nicotine",%,"fear conditioning test",nicotine,inbred,,m,8,8-12wks
47301,css,Gould3,grooming_0,"withdrawal study group, number of grooming episodes, 20 min test, control",n,"behavior observation",nicotine,inbred,,m,8,8-12wks
47302,css,Gould3,grooming_3,"withdrawal study group, number of grooming episodes, 20 min test, dose: 3 mg",n,"behavior observation",nicotine,inbred,,m,8,8-12wks
47303,css,Gould3,grooming_6,"withdrawal study group, number of grooming episodes, 20 min test, dose: 6.3 mg",n,"behavior observation",nicotine,inbred,,m,8,8-12wks
